lang,topic,topic_in_English
th,ไมน์คราฟต์,Minecraft
hu,Minecraft,Minecraft
no,Minecraft,Minecraft
sk,Minecraft,Minecraft
hr,Minecraft,Minecraft
sr,Minecraft,Minecraft
kk,Minecraft,Minecraft
el,Minecraft,Minecraft
bg,Minecraft,Minecraft
da,Minecraft,Minecraft
ms,Minecraft,Minecraft
ka,Minecraft,Minecraft
lv,Minecraft,Minecraft
hi,माइनक्राफ्ट,Minecraft
az,Minecraft,Minecraft
bn,মাইনক্রাফট,Minecraft
tl,Minecraft,Minecraft
ca,Minecraft,Minecraft
arz,ماينكرافت,Minecraft
lt,Minecraft,Minecraft
uz,Minecraft,Minecraft
my,Minecraft,Minecraft
gl,Minecraft,Minecraft
km,ម៉ាយន៍ក្រាហ្វត៍,Minecraft
eml,Minecraft,Minecraft
tpi,Mainkraft,Minecraft
sl,Minecraft,Minecraft
hy,Minecraft,Minecraft
et,Minecraft,Minecraft
af,Minecraft,Minecraft
ang,Minecraft,Minecraft
ta,மைன்கிராப்ட்,Minecraft
nn,Minecraft,Minecraft
zh-classical,礦藝,Minecraft
zh-yue,做個創世神,Minecraft
am,ማይንክራፍት,Minecraft
mk,Minecraft,Minecraft
als,Minecraft,Minecraft
lo,Minecraft,Minecraft
la,Minecraft,Minecraft
sq,Minecraft,Minecraft
ast,Minecraft,Minecraft
mr,माइनक्राफ्ट,Minecraft
sah,Minecraft,Minecraft
iu,Minecraft,Minecraft
eo,Minecraft,Minecraft
mn,Майнкрафт,Minecraft
an,Minecraft,Minecraft
ceb,Minecraft,Minecraft
eu,Minecraft,Minecraft
nap,Minecraft,Minecraft
yi,מיינקראפט,Minecraft
gn,Minecraft,Minecraft
be-tarask,Minecraft,Minecraft
be,Minecraft,Minecraft
is,Minecraft,Minecraft
dv,މައިންކްރާފްޓް,Minecraft
jv,Minecraft,Minecraft
pih,Minecraft,Minecraft
vec,Minecraft,Minecraft
wuu,Minecraft,Minecraft
rue,Minecraft,Minecraft
ckb,ماینکرافت,Minecraft
fiu-vro,Minecraft,Minecraft
pam,Minecraft,Minecraft
br,Minecraft,Minecraft
ga,Minecraft,Minecraft
haw,Minecraft,Minecraft
sw,Minecraft,Minecraft
tg,Minecraft,Minecraft
ug,Minecraft,Minecraft
war,Minecraft,Minecraft
bh,माइनक्राफ्ट,Minecraft
pap,Minecraft,Minecraft
sd,ماينڪرافت,Minecraft
zea,Minecraft,Minecraft
io,Minecraft,Minecraft
scn,Minecraft,Minecraft
zu,Minecraft,Minecraft
ext,Minecraft,Minecraft
fo,Minecraft,Minecraft
gd,Minecraft,Minecraft
ia,Minecraft,Minecraft
ku,Minecraft,Minecraft
ky,Minecraft,Minecraft
lmo,Minecraft,Minecraft
qu,Minecraft,Minecraft
so,Minecraft,Minecraft
szl,Minecraft,Minecraft
udm,Minecraft,Minecraft
oc,Minecraft,Minecraft
to,Minecraft,Minecraft
xh,Minecraft,Minecraft
cbk-zam,Minecraft,Minecraft
fj,Minecraft,Minecraft
lld,Minecraft,Minecraft
su,Minecraft,Minecraft
cy,Minecraft,Minecraft
fy,Minecraft,Minecraft
sm,Minecraft,Minecraft
tk,Minecraft,Minecraft
mi,Mahimaina,Minecraft
pa,ਮਾਇਨਕ੍ਰਾਫਟ,Minecraft
tet,Minecraft,Minecraft
en,The Wilderness Downtown,The Wilderness Downtown
it,The Wilderness Downtown,The Wilderness Downtown
en,DmC: Devil May Cry,DmC: Devil May Cry
ru,DmC: Devil May Cry,DmC: Devil May Cry
es,DmC: Devil May Cry,DmC: Devil May Cry
pt,DmC: Devil May Cry,DmC: Devil May Cry
ja,ディーエムシー デビルメイクライ,DmC: Devil May Cry
it,DmC Devil May Cry,DmC: Devil May Cry
fr,DmC: Devil May Cry,DmC: Devil May Cry
zh,DmC：惡魔獵人,DmC: Devil May Cry
de,DmC: Devil May Cry,DmC: Devil May Cry
uk,DmC: Devil May Cry,DmC: Devil May Cry
pl,DmC: Devil May Cry,DmC: Devil May Cry
th,ดีเอ็มซี: เดวิลเมย์คราย,DmC: Devil May Cry
ko,DmC: 데빌 메이 크라이,DmC: Devil May Cry
ms,DmC Devil May Cry,DmC: Devil May Cry
simple,DmC: Devil May Cry,DmC: Devil May Cry
sv,DmC: Devil May Cry,DmC: Devil May Cry
arz,دى ام سى ديڤل ماى كراى,DmC: Devil May Cry
ceb,DmC: Devil May Cry,DmC: Devil May Cry
hy,DmC: Devil May Cry,DmC: Devil May Cry
en,Egg of the Phoenix,Egg of the Phoenix
en,Tiger Woods PGA Tour 12,Tiger Woods PGA Tour 12
it,Tiger Woods PGA Tour 12,Tiger Woods PGA Tour 12
lld,Tiger Woods PGA Tour 12,Tiger Woods PGA Tour 12
en,Creation Engine,Creation Engine
ru,Creation Engine,Creation Engine
fr,Creation Engine,Creation Engine
es,Creation Engine,Creation Engine
it,Creation Engine,Creation Engine
pt,Creation Engine,Creation Engine
zh,Creation引擎,Creation Engine
uk,Creation Engine,Creation Engine
tr,Creation Engine,Creation Engine
fi,Creation Engine,Creation Engine
nl,Creation Engine,Creation Engine
ka,Creation Engine,Creation Engine
az,Creation Engine,Creation Engine
en,Lego Pirates of the Caribbean,Lego Pirates of the Caribbean
ja,レゴ パイレーツ・オブ・カリビアン,Lego Pirates of the Caribbean
fi,Lego Pirates of the Caribbean,Lego Pirates of the Caribbean
da,Lego Pirates of the Caribbean,Lego Pirates of the Caribbean
en,The Art of Video Games,The Art of Video Games
de,The Art of Video Games,The Art of Video Games
ru,The Art of Video Games,The Art of Video Games
no,The Art of Video Games,The Art of Video Games
en,ABBA: You Can Dance,ABBA: You Can Dance
es,ABBA: You Can Dance,ABBA: You Can Dance
fr,ABBA: You Can Dance,ABBA: You Can Dance
pt,ABBA: You Can Dance,ABBA: You Can Dance
tr,ABBA: You Can Dance,ABBA: You Can Dance
sv,Abba: You Can Dance,ABBA: You Can Dance
arz,ابا: يو كان دانس,ABBA: You Can Dance
lld,ABBA: You Can Dance,ABBA: You Can Dance
en,The International House of Mojo,The International House of Mojo
en,Art game,Art game
ru,Артхаусная игра,Art game
ko,아트 게임,Art game
fr,Art game,Art game
simple,Art game,Art game
no,Kunstspill,Art game
pa,ਆਰਟ ਗੇਮ,Art game
en,Pushmo,Pushmo
ja,引ク押ス,Pushmo
es,Pullblox,Pushmo
fr,Pullblox,Pushmo
de,Pullblox,Pushmo
it,Pullblox,Pushmo
arz,پوشمو,Pushmo
lld,Pushmo,Pushmo
sv,Pullblox,Pushmo
en,NHL 13,NHL 13
ru,NHL 13,NHL 13
fi,NHL 13,NHL 13
fr,NHL 13,NHL 13
zh,NHL 13,NHL 13
sv,NHL 13,NHL 13
simple,NHL 13,NHL 13
sk,NHL 13,NHL 13
it,NHL 13,NHL 13
wuu,NHL 13,NHL 13
lld,NHL 13,NHL 13
en,The Greatest Video Game Music,The Greatest Video Game Music
en,Modern Combat 4: Zero Hour,Modern Combat 4: Zero Hour
ru,Modern Combat 4: Zero Hour,Modern Combat 4: Zero Hour
zh,现代战争4：决战时刻,Modern Combat 4: Zero Hour
fr,Modern Combat 4: Zero Hour,Modern Combat 4: Zero Hour
lld,Modern Combat 4: Zero Hour,Modern Combat 4: Zero Hour
arz,موديرن كومبات 4: زيرو آور,Modern Combat 4: Zero Hour
en,Dance Central,Dance Central
pt,Dance Central (série),Dance Central
es,Dance Central (serie),Dance Central
it,Dance Central (serie),Dance Central
ko,댄스 센트럴,Dance Central
fi,Dance Central (pelisarja),Dance Central
en,Gone Home,Gone Home
ru,Gone Home,Gone Home
de,Gone Home,Gone Home
es,Gone Home,Gone Home
it,Gone Home,Gone Home
fr,Gone Home,Gone Home
pt,Gone Home,Gone Home
ja,Gone Home,Gone Home
zh,到家,Gone Home
sv,Gone Home,Gone Home
fi,Gone Home,Gone Home
en,Reality Ends Here,Reality Ends Here
en,Fruit Ninja: Puss in Boots,Fruit Ninja: Puss in Boots
ru,Fruit Ninja: Puss in Boots,Fruit Ninja: Puss in Boots
en,Glorious Mission,Glorious Mission
zh,光荣使命,Glorious Mission
vi,Sứ Mệnh Vinh Quang,Glorious Mission
ja,光栄使命,Glorious Mission
en,Final Exam (video game),Final Exam (video game)
fr,Final Exam,Final Exam (video game)
arz,فينال اكسام,Final Exam (video game)
ja,メタルマックス4 月光のディーヴァ,Metal Max 4: Gekkō no Diva
en,Metal Max 4: Gekkō no Diva,Metal Max 4: Gekkō no Diva
en,CheapyD,CheapyD
en,Cabela's Big Game Hunter: Pro Hunts,Cabela's Big Game Hunter: Pro Hunts
en,Incremental game,Incremental game
ru,Инкрементальная игра,Incremental game
de,Clicker-Game,Incremental game
fr,Jeu incrémental,Incremental game
es,Videojuego incremental,Incremental game
ja,放置ゲーム,Incremental game
zh,放置游戏,Incremental game
it,Videogioco incrementale,Incremental game
ko,방치형 게임,Incremental game
pt,Jogos incrementais,Incremental game
vi,Trò chơi gia tăng,Incremental game
simple,Idle game,Incremental game
zh-yue,放置遊戲,Incremental game
is,Smellileikur,Incremental game
be,Інкрэментальная гульня,Incremental game
en,Duke Grabowski: Mighty Swashbuckler!,Duke Grabowski: Mighty Swashbuckler!
fr,Duke Grabowski: Mighty Swashbuckler!,Duke Grabowski: Mighty Swashbuckler!
en,Lego Marvel's Avengers,Lego Marvel's Avengers
ru,Lego Marvel’s Avengers,Lego Marvel's Avengers
es,Lego Marvel Vengadores,Lego Marvel's Avengers
fr,Lego Marvel's Avengers,Lego Marvel's Avengers
it,LEGO Marvel's Avengers,Lego Marvel's Avengers
pt,Lego Marvel Avengers,Lego Marvel's Avengers
pl,Lego Marvel’s Avengers,Lego Marvel's Avengers
ko,레고 마블 어벤저스,Lego Marvel's Avengers
uk,Lego Marvel's Avengers,Lego Marvel's Avengers
az,Lego Marvel's Avengers,Lego Marvel's Avengers
lt,Lego Marvel's Avengers,Lego Marvel's Avengers
arz,ليجو مارڤيلس اڤينجيرس,Lego Marvel's Avengers
en,New York Nights 2: Friends For Life,New York Nights 2: Friends For Life
en,Jotun (video game),Jotun (video game)
ru,Jotun (игра),Jotun (video game)
fr,Jotun (jeu vidéo),Jotun (video game)
pt,Jotun (jogo eletrônico),Jotun (video game)
ja,Jotun,Jotun (video game)
no,Jotun (videospill),Jotun (video game)
sv,Jotun (datorspel),Jotun (video game)
en,World Video Game Hall of Fame,World Video Game Hall of Fame
ru,Всемирный зал славы видеоигр,World Video Game Hall of Fame
ja,世界ビデオゲームの殿堂,World Video Game Hall of Fame
es,Salón de la Fama del Videojuego,World Video Game Hall of Fame
fr,World Video Game Hall of Fame,World Video Game Hall of Fame
en,Kitty Powers' Matchmaker,Kitty Powers' Matchmaker
en,Dead of Winter: A Cross Roads Game,Dead of Winter: A Cross Roads Game
de,Winter der Toten,Dead of Winter: A Cross Roads Game
sr,Dead of Winter: A Cross Roads Game,Dead of Winter: A Cross Roads Game
ja,サモンナイト6 失われた境界たち,Summon Night 6
en,Summon Night 6,Summon Night 6
en,Regency Love,Regency Love
en,Hajime Tabata,Hajime Tabata
ja,田畑端,Hajime Tabata
zh,田畑端,Hajime Tabata
es,Hajime Tabata,Hajime Tabata
fr,Hajime Tabata,Hajime Tabata
ru,"Табата, Хадзимэ",Hajime Tabata
it,Hajime Tabata,Hajime Tabata
pt,Hajime Tabata,Hajime Tabata
th,ฮาจิเมะ ทาบาตะ,Hajime Tabata
el,Χάτζιμε Ταμπάτα,Hajime Tabata
arz,هاجيمى تاباتا,Hajime Tabata
en,Hamtaro (video game series),Hamtaro (video game series)
sv,Hamtaro (spelserie),Hamtaro (video game series)
en,Niklas Åkerblad,Niklas Åkerblad
ru,"Окерблад, Никлас",Niklas Åkerblad
en,1979 Revolution: Black Friday,1979 Revolution: Black Friday
ru,1979 Revolution: Black Friday,1979 Revolution: Black Friday
es,1979 Revolution: Black Friday,1979 Revolution: Black Friday
tr,1979 Revolution: Black Friday,1979 Revolution: Black Friday
fr,1979 Revolution: Black Friday,1979 Revolution: Black Friday
id,1979 Revolution: Black Friday,1979 Revolution: Black Friday
arz,1979 ريڤولوتيون: بلاك فريداى,1979 Revolution: Black Friday
min,1979 Revolution: Black Friday,1979 Revolution: Black Friday
en,Skylanders: Imaginators,Skylanders: Imaginators
fr,Skylanders: Imaginators,Skylanders: Imaginators
it,Skylanders: Imaginators,Skylanders: Imaginators
nl,Skylanders: Imaginators,Skylanders: Imaginators
fi,Skylanders: Imaginators,Skylanders: Imaginators
sv,Skylanders: Imaginators,Skylanders: Imaginators
ru,Годвилль,Godville
en,Godville,Godville
tr,Godville,Godville
lld,Godville,Godville
en,Piano Tiles 2,Piano Tiles 2
es,Piano Tiles 2,Piano Tiles 2
zh,鋼琴塊2,Piano Tiles 2
pt,Piano Tiles 2,Piano Tiles 2
id,Piano Tiles 2,Piano Tiles 2
fi,Piano Tiles 2,Piano Tiles 2
no,Piano Tiles 2,Piano Tiles 2
en,Robinson: The Journey,Robinson: The Journey
de,Robinson: The Journey,Robinson: The Journey
it,Robinson: The Journey,Robinson: The Journey
fr,Robinson: The Journey,Robinson: The Journey
en,Citadel of Fire,Citadel of Fire
pl,Ameprod TVG-10,Ameprod Television Game 10
en,Ameprod Television Game 10,Ameprod Television Game 10
it,TVG-10,Ameprod Television Game 10
de,Ameprod TVG-10,Ameprod Television Game 10
fr,Ameprod TVG-10,Ameprod Television Game 10
es,Ameprod TVG-10,Ameprod Television Game 10
en,Terminator Genisys: Future War,Terminator Genisys: Future War
ru,Terminator Genisys: Future War,Terminator Genisys: Future War
es,Terminator Genisys: Future War,Terminator Genisys: Future War
de,Terminator Genisys: Future War,Terminator Genisys: Future War
fr,Terminator Genisys: Future War,Terminator Genisys: Future War
en,Anthem (video game),Anthem (video game)
ru,Anthem (игра),Anthem (video game)
de,Anthem (Computerspiel),Anthem (video game)
fr,Anthem (jeu vidéo),Anthem (video game)
ja,Anthem (ゲーム),Anthem (video game)
it,Anthem (videogioco),Anthem (video game)
es,Anthem (videojuego),Anthem (video game)
zh,冒險聖歌,Anthem (video game)
pt,Anthem (jogo eletrônico),Anthem (video game)
uk,Anthem (відеогра),Anthem (video game)
fi,Anthem,Anthem (video game)
tr,Anthem (video oyunu),Anthem (video game)
nl,Anthem (computerspel),Anthem (video game)
id,Anthem (permainan video),Anthem (video game)
ko,앤섬 (비디오 게임),Anthem (video game)
vi,Anthem (trò chơi điện tử),Anthem (video game)
da,Anthem (computerspil),Anthem (video game)
arz,انثيم,Anthem (video game)
en,Tom Jubert,Tom Jubert
es,Tom Jubert,Tom Jubert
en,V for Victory: Market-Garden,V for Victory: Market-Garden
fr,V for Victory: Market Garden,V for Victory: Market-Garden
ja,SDザ・グレイトバトル 新たなる挑戦,SD the Great Battle
en,SD the Great Battle,SD the Great Battle
zh,SD英雄之挑战,SD the Great Battle
lld,SD the Great Battle,SD the Great Battle
en,Lumo (video game),Lumo (video game)
fr,Lumo (jeu vidéo),Lumo (video game)
ja,Lumo (ゲーム),Lumo (video game)
en,Girls' Frontline,Girls' Frontline
ja,ドールズフロントライン,Girls' Frontline
zh,少女前线,Girls' Frontline
es,Girls' Frontline,Girls' Frontline
ko,소녀전선,Girls' Frontline
de,Girls’ Frontline,Girls' Frontline
th,เกิร์ล ฟรอนไลน์,Girls' Frontline
ca,Girls' Frontier,Girls' Frontline
en,Robo Army,Robo Army
fr,Robo Army,Robo Army
it,Robo Army,Robo Army
lld,Robo Army,Robo Army
en,Tiny Metal,Tiny Metal
en,Red Zone (card game),Red Zone (card game)
ja,グランゼーラ,Granzella
en,Granzella,Granzella
hu,Granzella,Granzella
arz,جرانزيلا,Granzella
en,GTFO (video game),GTFO (video game)
ru,GTFO (игра),GTFO (video game)
fr,GTFO (jeu vidéo),GTFO (video game)
ko,GTFO (비디오 게임),GTFO (video game)
lld,GTFO,GTFO (video game)
en,TerraTech,TerraTech
en,Dactyl Joust,Dactyl Joust
en,Deadhaus Sonata,Deadhaus Sonata
en,Keiichi Okabe,Keiichi Okabe
ja,岡部啓一,Keiichi Okabe
ru,"Окабэ, Кейити",Keiichi Okabe
zh,岡部啟一,Keiichi Okabe
it,Keiichi Okabe,Keiichi Okabe
tr,Keiichi Okabe,Keiichi Okabe
no,Keiichi Okabe,Keiichi Okabe
hu,Okabe Keiicsi,Keiichi Okabe
arz,كييتشى اوكابى,Keiichi Okabe
en,Upwords,Upwords
fi,Upwords,Upwords
en,Commander Keen,Commander Keen
de,Commander Keen,Commander Keen
ru,Commander Keen,Commander Keen
es,Commander Keen,Commander Keen
it,Commander Keen,Commander Keen
fr,Commander Keen,Commander Keen
fi,Commander Keen,Commander Keen
nl,Commander Keen,Commander Keen
pl,Commander Keen,Commander Keen
zh,指挥官基恩系列,Commander Keen
pt,Commander Keen,Commander Keen
hu,Commander Keen,Commander Keen
da,Commander Keen,Commander Keen
sv,Commander Keen,Commander Keen
id,Commander Keen,Commander Keen
ko,커맨더 킨,Commander Keen
mk,Commander Keen,Commander Keen
wuu,指挥官基恩系列,Commander Keen
en,SimCity 4,SimCity 4
ja,シムシティ4,SimCity 4
ru,SimCity 4,SimCity 4
de,SimCity 4,SimCity 4
it,SimCity 4,SimCity 4
fr,SimCity 4,SimCity 4
zh,模拟城市4,SimCity 4
es,SimCity 4,SimCity 4
pl,SimCity 4,SimCity 4
nl,SimCity 4,SimCity 4
fi,SimCity 4,SimCity 4
sv,Simcity 4,SimCity 4
uk,SimCity 4,SimCity 4
tr,SimCity 4,SimCity 4
pt,SimCity 4,SimCity 4
id,SimCity 4,SimCity 4
hu,SimCity 4,SimCity 4
vi,SimCity 4,SimCity 4
ko,심시티 4,SimCity 4
ca,SimCity 4,SimCity 4
da,SimCity 4,SimCity 4
cs,SimCity 4,SimCity 4
no,SimCity 4,SimCity 4
th,ซิมซิตี 4,SimCity 4
simple,SimCity 4,SimCity 4
ro,SimCity 4,SimCity 4
ms,SimCity 4,SimCity 4
lld,SimCity 4,SimCity 4
arz,سيمسيتى 4,SimCity 4
en,Firaxis Games,Firaxis Games
ru,Firaxis Games,Firaxis Games
de,Firaxis Games,Firaxis Games
fr,Firaxis Games,Firaxis Games
es,Firaxis Games,Firaxis Games
zh,Firaxis Games,Firaxis Games
it,Firaxis Games,Firaxis Games
pl,Firaxis Games,Firaxis Games
ja,フィラクシス・ゲームズ,Firaxis Games
pt,Firaxis Games,Firaxis Games
uk,Firaxis Games,Firaxis Games
sv,Firaxis Games,Firaxis Games
fi,Firaxis Games,Firaxis Games
tr,Firaxis Games,Firaxis Games
nl,Firaxis Games,Firaxis Games
ko,파이락시스 게임스,Firaxis Games
no,Firaxis Games,Firaxis Games
lt,Firaxis Games,Firaxis Games
lv,Firaxis Games,Firaxis Games
en,Empire Earth (video game),Empire Earth (video game)
es,Empire Earth,Empire Earth (video game)
fr,Empire Earth,Empire Earth (video game)
ru,Empire Earth,Empire Earth (video game)
it,Empire Earth,Empire Earth (video game)
zh,地球帝国 (游戏),Empire Earth (video game)
de,Empire Earth (Computerspiel),Empire Earth (video game)
ja,エンパイア・アース,Empire Earth (video game)
pl,Empire Earth,Empire Earth (video game)
tr,Empire Earth,Empire Earth (video game)
id,Empire Earth,Empire Earth (video game)
nl,Empire Earth,Empire Earth (video game)
vi,Empire Earth,Empire Earth (video game)
hu,Empire Earth,Empire Earth (video game)
uk,Empire Earth,Empire Earth (video game)
pt,Empire Earth (jogo eletrônico de 2001),Empire Earth (video game)
ko,엠파이어 어스,Empire Earth (video game)
cs,Empire Earth,Empire Earth (video game)
th,เอมไพร์เอิร์ธ,Empire Earth (video game)
fi,Empire Earth,Empire Earth (video game)
ca,Empire Earth,Empire Earth (video game)
ro,Empire Earth,Empire Earth (video game)
sv,Empire Earth,Empire Earth (video game)
da,Empire Earth,Empire Earth (video game)
mzn,امپایر ارث,Empire Earth (video game)
lt,Empire Earth,Empire Earth (video game)
hy,Empire Earth,Empire Earth (video game)
arz,امپير ايرث,Empire Earth (video game)
lld,Empire Earth,Empire Earth (video game)
mr,एम्पायर अर्थ,Empire Earth (video game)
wuu,地球帝国,Empire Earth (video game)
en,Fog of war,Fog of war
ru,Туман войны,Fog of war
ja,戦場の霧,Fog of war
fr,Brouillard de guerre,Fog of war
de,Nebel des Krieges,Fog of war
es,Niebla de guerra,Fog of war
zh,战争迷雾,Fog of war
pl,Mgła wojny,Fog of war
it,Nebbia di guerra,Fog of war
cs,Válečná mlha,Fog of war
uk,Туман війни,Fog of war
pt,Névoa da guerra,Fog of war
sv,Krigsdimma,Fog of war
ko,전장의 안개,Fog of war
fi,Sodan sumu,Fog of war
no,Krigståke,Fog of war
zh-yue,戰爭迷霧,Fog of war
th,หมอกสงคราม,Fog of war
sk,Vojnová hmla,Fog of war
ms,Kekeliruan perang,Fog of war
et,Sõjaudu,Fog of war
eu,Gerra laino,Fog of war
en,Daniel Bernstein,Daniel Bernstein
mg,Daniel Bernstein,Daniel Bernstein
en,Misty (Pokémon),Misty (Pokémon)
es,Misty,Misty (Pokémon)
zh,小霞,Misty (Pokémon)
fr,Ondine (Pokémon),Misty (Pokémon)
it,Misty,Misty (Pokémon)
ru,Мисти (персонаж «Покемона»),Misty (Pokémon)
ja,カスミ (ポケットモンスター),Misty (Pokémon)
tr,Misty (Pokémon),Misty (Pokémon)
pl,Misty (postać),Misty (Pokémon)
simple,Misty (Pokémon),Misty (Pokémon)
fi,Misty (Pokémon),Misty (Pokémon)
vi,Kasumi (Pokémon),Misty (Pokémon)
nl,Misty (Pokémon),Misty (Pokémon)
th,คาสึมิ (โปเกมอน),Misty (Pokémon)
ko,최이슬 (포켓몬스터 애니메이션 시리즈),Misty (Pokémon)
id,Misty (Pokémon),Misty (Pokémon)
pt,Misty (Pokémon),Misty (Pokémon)
hu,Misty (Pokémon),Misty (Pokémon)
uk,Місті (Персонаж «Покемона»),Misty (Pokémon)
hr,Misty (Pokémon),Misty (Pokémon)
bs,Misty (Pokémon),Misty (Pokémon)
da,Misty (Pokémon),Misty (Pokémon)
ca,Misty (Pokémon),Misty (Pokémon)
sh,Misty (Pokémon),Misty (Pokémon)
pa,ਮਿਸਟੀ (ਪੋਕੀਮੌਨ),Misty (Pokémon)
en,Pokémon Adventures,Pokémon Adventures
ja,ポケットモンスターSPECIAL,Pokémon Adventures
fr,Pokémon - La Grande Aventure,Pokémon Adventures
zh,神奇寶貝特別篇,Pokémon Adventures
it,Pokémon - La grande avventura,Pokémon Adventures
ru,Pokémon Adventures,Pokémon Adventures
es,Pocket Monsters Special,Pokémon Adventures
de,Pokémon – Die ersten Abenteuer,Pokémon Adventures
pt,Pokemon Special,Pokémon Adventures
nl,"Pokémon, het grote avontuur",Pokémon Adventures
pl,Pokémon Adventures,Pokémon Adventures
ko,포켓몬스터 스페셜,Pokémon Adventures
th,โปเกมอน สเปเชียล,Pokémon Adventures
id,Pokémon Adventures,Pokémon Adventures
fi,Pokémon Adventures,Pokémon Adventures
simple,Pokémon Adventures,Pokémon Adventures
ca,Pokémon Adventures,Pokémon Adventures
ast,Pocket Monsters Special,Pokémon Adventures
ms,Pengembaraan Pokémon,Pokémon Adventures
en,Geneforge,Geneforge
en,Mega Man Legends,Mega Man Legends
ja,ロックマンDASHシリーズ,Mega Man Legends
zh,洛克人DASH系列,Mega Man Legends
fr,Mega Man Legends,Mega Man Legends
ko,록맨 대시,Mega Man Legends
th,ร็อคแมน DASH ซีรีส์,Mega Man Legends
en,Mega-Lo-Mania,Mega-Lo-Mania
ru,Mega Lo Mania,Mega-Lo-Mania
de,Mega lo Mania,Mega-Lo-Mania
it,Mega Lo Mania,Mega-Lo-Mania
pl,Mega Lo Mania,Mega-Lo-Mania
fr,Mega lo Mania,Mega-Lo-Mania
fi,Mega Lo Mania,Mega-Lo-Mania
nl,Mega-Lo-Mania,Mega-Lo-Mania
lld,Mega Lo Mania,Mega-Lo-Mania
en,Technology demonstration,Technology demonstration
ru,Демонстрация технологии,Technology demonstration
ja,技術デモンストレーション,Technology demonstration
tr,Teknoloji gösterisi,Technology demonstration
uk,Технологічна демонстрація,Technology demonstration
ja,リョウ・サカザキ,Ryo Sakazaki
en,Ryo Sakazaki,Ryo Sakazaki
es,Ryo Sakazaki,Ryo Sakazaki
zh,坂崎亮,Ryo Sakazaki
fr,Ryo Sakazaki,Ryo Sakazaki
ko,료 사카자키,Ryo Sakazaki
th,เรียว ซากาซากิ,Ryo Sakazaki
it,Ryo Sakazaki,Ryo Sakazaki
pt,Ryo Sakazaki,Ryo Sakazaki
en,Owlbear,Owlbear
ja,オウルベア,Owlbear
zh,鴞熊,Owlbear
en,Conquests of the Longbow: The Legend of Robin Hood,Conquests of the Longbow: The Legend of Robin Hood
it,Conquests of the Longbow: The Legend of Robin Hood,Conquests of the Longbow: The Legend of Robin Hood
fr,Conquests of the Longbow: The Legend of Robin Hood,Conquests of the Longbow: The Legend of Robin Hood
arz,كونكويستس اوف ث لونجبو: ث ليجيند اوف روبين هود,Conquests of the Longbow: The Legend of Robin Hood
lld,Conquests of the Longbow: The Legend of Robin Hood,Conquests of the Longbow: The Legend of Robin Hood
en,Anacreon: Reconstruction 4021,Anacreon: Reconstruction 4021
fr,Anacreon: Reconstruction 4021,Anacreon: Reconstruction 4021
en,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
ru,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
es,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
de,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
pt,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
fr,Need for Speed : Poursuite infernale 2,Need for Speed: Hot Pursuit 2
pl,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
it,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
uk,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
tr,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
ja,ニード・フォー・スピード ホット・パースート2,Need for Speed: Hot Pursuit 2
zh,极品飞车：闪电追踪2,Need for Speed: Hot Pursuit 2
nl,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
hu,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
sv,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
ko,니드 포 스피드: 무한질주 2,Need for Speed: Hot Pursuit 2
fi,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
vi,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
ro,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
lv,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
zh-yue,極速快感：熱力追緝2,Need for Speed: Hot Pursuit 2
hy,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
lt,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
da,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
arz,نيد فور سبيد: هوت برسوت 2,Need for Speed: Hot Pursuit 2
lld,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
no,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2
en,Castlevania: Legacy of Darkness,Castlevania: Legacy of Darkness
es,Castlevania: Legacy of Darkness,Castlevania: Legacy of Darkness
ja,悪魔城ドラキュラ黙示録外伝 LEGEND OF CORNELL,Castlevania: Legacy of Darkness
pt,Castlevania: Legacy of Darkness,Castlevania: Legacy of Darkness
fr,Castlevania: Legacy of Darkness,Castlevania: Legacy of Darkness
it,Castlevania: Legacy of Darkness,Castlevania: Legacy of Darkness
zh,惡魔城 默示錄外傳,Castlevania: Legacy of Darkness
